arch_type,pipeline_stages,cache_type,cache_size,compute_units,branch_predictor,out_of_order,transistor_count,die_area_mm2,supply_voltage,max_frequency_ghz,cooling_type,ipc,energy,perf_per_watt
DSP,20,Inclusive,8,36,Dynamic,True,1113,164.2465766247151,0.9,1.098686871172596,liquid,8.34,137.117,0.06082
DSP,16,Inclusive,1,2,Dynamic,False,1186,301.9480382847647,1.1,3.946845304176109,air,1.175,24.077,0.0488
GPU,5,Exclusive,2,57,Static,False,1824,170.10904856500548,1.0,3.4859516970347135,passive,5.294,119.401,0.04434
DSP,17,Inclusive,16,14,Static,False,169,193.8192981671927,1.1,3.1037495441134713,air,3.462,52.966,0.06536
CPU,13,Non-inclusive,16,63,Static,False,1855,240.3226502143985,0.9,2.2822719970995697,liquid,10.79,148.599,0.07261
DSP,15,Exclusive,4,58,Static,False,325,193.78510436719083,1.1,2.712277890299561,passive,6.062,140.483,0.04315
DSP,4,Inclusive,4,24,Dynamic,False,299,390.7829756710647,1.2,3.6415453679683543,liquid,2.513,56.624,0.04438
CPU,14,Non-inclusive,8,50,Static,False,1169,204.80188997718562,1.0,2.1337260764478896,passive,6.575,121.752,0.054
CPU,11,Exclusive,4,63,Dynamic,False,1599,168.07957012472065,1.2,3.6688334609586293,passive,7.124,145.016,0.04913
FPGA,18,Exclusive,16,58,Static,False,1381,348.1798525280318,1.2,1.6105157708555535,liquid,10.821,142.929,0.07571
ASIC,15,Inclusive,8,27,Dynamic,True,823,336.88445327803623,0.9,1.5932601407272489,air,6.22,97.723,0.06365
FPGA,9,Exclusive,1,5,Static,False,173,277.54269187802294,1.0,2.219912422784491,passive,1.205,24.071,0.05006
ASIC,19,Inclusive,8,53,Dynamic,True,511,122.96739972158367,0.9,2.299717119141505,passive,11.19,172.353,0.06492
FPGA,4,Non-inclusive,1,3,Dynamic,True,828,69.36321863341468,1.1,1.1383429160514726,air,0.675,12.071,0.05592
ASIC,14,Exclusive,16,26,Static,False,542,357.69703821390465,1.2,1.3962949362453632,air,5.639,73.649,0.07657
ASIC,17,Exclusive,8,37,Static,True,511,292.4811612912284,1.2,3.174460480484467,passive,8.355,129.408,0.06456
GPU,9,Exclusive,1,5,Dynamic,False,1280,171.07245351480117,0.9,3.9072926374531884,air,0.855,19.864,0.04304
ASIC,10,Non-inclusive,16,17,Dynamic,False,1713,224.86915367455254,1.1,1.9999153537962293,passive,3.819,50.101,0.07623
DSP,14,Exclusive,4,34,Dynamic,False,846,129.46552767822712,0.9,3.6678429654966487,passive,3.955,84.243,0.04695
DSP,5,Inclusive,8,9,Dynamic,False,1349,159.69438404574697,0.9,1.743150458467968,passive,0.991,22.394,0.04425
ASIC,7,Inclusive,1,50,Dynamic,False,484,344.15823230842415,1.2,2.5334920451619167,passive,4.097,106.231,0.03857
DSP,7,Inclusive,4,35,Dynamic,False,1672,390.3504605861792,1.2,1.4381842934861295,air,3.666,82.96,0.04419
DSP,10,Non-inclusive,4,39,Dynamic,False,1228,169.34802567360828,0.9,3.133405119642008,liquid,3.92,95.648,0.04098
DSP,17,Inclusive,4,58,Static,True,1071,224.88647269393869,1.1,2.888458602299258,passive,9.732,188.674,0.05158
GPU,4,Exclusive,4,57,Dynamic,True,262,174.2874779313863,0.9,1.3466603907006691,air,8.611,151.939,0.05667
ASIC,8,Non-inclusive,16,43,Static,False,174,65.16958040496496,0.9,3.143898532264942,passive,7.86,93.061,0.08446
FPGA,11,Exclusive,2,37,Dynamic,False,613,289.7201015951291,1.0,1.944334652957915,air,4.057,89.457,0.04535
CPU,10,Exclusive,1,14,Static,True,927,391.65871799786095,1.1,2.1402224517361557,liquid,2.069,51.713,0.04001
CPU,6,Inclusive,16,40,Static,True,476,362.388478288141,1.0,3.963242081082842,passive,10.242,118.869,0.08616
ASIC,17,Non-inclusive,8,32,Static,True,1310,125.7574379141173,0.9,1.1001804147125034,passive,7.351,113.641,0.06469
ASIC,14,Inclusive,1,18,Static,False,1447,111.28405223272998,1.1,3.7398309453612653,passive,1.637,52.79,0.03101
CPU,15,Inclusive,8,23,Static,True,774,143.0612447051107,0.9,1.224009105353487,air,5.449,91.009,0.05987
GPU,15,Non-inclusive,16,47,Dynamic,False,412,399.9156029441367,0.9,1.173479430736387,passive,8.618,118.276,0.07286
GPU,10,Inclusive,8,6,Dynamic,False,1362,181.11089469319592,1.2,3.311764879558292,air,1.562,24.519,0.06371
DSP,13,Exclusive,2,2,Static,False,959,291.40459559365127,0.9,3.4861643223690137,passive,0.837,27.388,0.03056
DSP,15,Inclusive,8,3,Dynamic,True,129,70.65212520635247,0.9,3.6746876652452682,air,1.828,35.798,0.05106
CPU,12,Inclusive,4,51,Static,True,1603,220.97250108553948,1.1,1.233063191345459,liquid,8.243,159.782,0.05159
ASIC,16,Inclusive,2,27,Dynamic,True,631,79.20156200336527,1.1,3.6062746808532724,passive,4.622,100.078,0.04618
CPU,18,Inclusive,2,29,Static,False,1749,145.08490375124762,1.2,1.8278590714956215,passive,3.085,87.62,0.03521
GPU,8,Non-inclusive,1,12,Dynamic,False,343,194.7841779167431,1.1,2.734503089290088,liquid,0.973,38.725,0.02513
DSP,7,Exclusive,4,57,Static,True,1791,267.7852749048201,1.2,2.2884366618614194,air,9.15,164.786,0.05553
ASIC,12,Exclusive,4,51,Static,False,155,74.73123100000018,1.1,2.5798722339813422,passive,6.046,115.74,0.05224
CPU,18,Non-inclusive,16,9,Static,True,1009,93.03767482366293,1.2,2.2291776535752597,liquid,4.286,56.652,0.07565
GPU,19,Inclusive,4,35,Dynamic,False,1909,306.67901926020926,1.0,1.8821315936274639,passive,4.505,100.001,0.04505
GPU,18,Non-inclusive,4,25,Dynamic,False,314,243.1718726324794,0.9,3.6985498570521065,liquid,3.784,75.772,0.04994
ASIC,7,Inclusive,1,61,Dynamic,True,937,280.2397136066328,1.1,2.666350883274225,air,8.209,174.25,0.04711
ASIC,6,Inclusive,2,7,Static,True,349,91.56027456406719,1.2,3.390675900500566,air,1.072,25.806,0.04154
DSP,13,Non-inclusive,8,28,Static,False,752,382.31342446805616,1.1,2.0753289763940685,passive,4.404,73.591,0.05984
GPU,10,Exclusive,16,4,Static,True,1097,147.34582701919817,1.2,1.4699124041287641,liquid,2.251,24.95,0.09022
ASIC,10,Non-inclusive,2,39,Static,True,1498,56.544347520049726,1.2,2.0518851070676947,air,6.406,119.948,0.05341
DSP,20,Inclusive,4,12,Static,False,1020,344.44636670748946,0.9,1.7668009710051682,passive,1.83,53.229,0.03438
ASIC,11,Exclusive,1,15,Dynamic,True,167,138.38882172243,0.9,1.7248866295951621,passive,2.244,59.638,0.03763
ASIC,8,Inclusive,4,20,Static,True,232,81.44473826640746,1.1,1.7614970300898296,air,3.323,68.383,0.04859
ASIC,8,Non-inclusive,8,55,Static,False,605,82.57323452191656,1.0,2.343517434938823,liquid,7.291,123.668,0.05896
DSP,14,Exclusive,2,51,Dynamic,False,1128,114.95455081608732,1.2,3.7356342067121315,liquid,5.526,120.236,0.04596
GPU,13,Inclusive,4,41,Static,False,395,287.9987986466514,1.1,3.8107729194005553,air,4.258,101.551,0.04193
ASIC,10,Exclusive,16,22,Static,False,282,152.46495244632524,1.1,3.077772561506879,air,4.239,61.998,0.06837
CPU,16,Inclusive,2,19,Dynamic,False,1748,374.54886787476045,1.1,1.4348346441507476,passive,2.493,61.102,0.0408
FPGA,7,Exclusive,8,18,Static,True,283,251.9179598979324,1.1,3.1801138639788276,passive,4.279,62.173,0.06882
CPU,17,Inclusive,1,46,Static,True,1714,352.9718494417331,1.1,3.396331975265247,air,6.569,148.927,0.04411
DSP,16,Inclusive,2,7,Static,True,1399,338.0794620405088,1.1,3.687555569950146,passive,2.401,48.964,0.04904
CPU,10,Inclusive,2,50,Static,False,333,109.3623682348474,1.1,1.3655235759632867,passive,5.007,116.924,0.04282
ASIC,7,Inclusive,16,23,Dynamic,True,1108,394.7215687372122,0.9,3.822600058526786,passive,6.673,72.445,0.09211
FPGA,14,Non-inclusive,1,28,Static,False,553,374.0589486408103,0.9,2.3457858594599674,passive,3.184,72.314,0.04403
GPU,10,Exclusive,4,3,Dynamic,True,1392,193.7725048804799,1.0,2.5867284083143085,air,1.369,24.684,0.05546
FPGA,13,Non-inclusive,4,57,Static,True,407,188.94779422400177,0.9,3.214434601474819,air,9.389,177.542,0.05288
FPGA,10,Inclusive,4,32,Static,False,999,148.08422499875027,1.0,1.0970669276760723,liquid,3.819,77.305,0.0494
ASIC,19,Inclusive,1,37,Static,False,1103,215.3090830523594,1.1,2.340383782628888,passive,3.945,107.291,0.03677
DSP,7,Non-inclusive,1,18,Static,False,562,144.60533213031945,0.9,3.031729909737086,passive,2.247,51.253,0.04384
CPU,15,Exclusive,8,19,Dynamic,True,343,76.41999728812755,0.9,2.225214509416321,liquid,4.935,80.162,0.06156
ASIC,6,Inclusive,4,45,Static,True,614,124.83399687915276,1.2,1.1578164183711812,air,6.879,127.008,0.05416
ASIC,8,Inclusive,8,5,Static,False,1389,155.99798876541183,1.2,1.6243858214923959,passive,0.679,21.972,0.0309
GPU,8,Exclusive,2,9,Static,False,1450,276.4562078455508,1.2,2.4503357824491223,air,1.122,34.501,0.03252
FPGA,19,Non-inclusive,16,34,Static,True,1527,358.5890452188292,1.2,2.9508550896330266,air,10.647,126.237,0.08434
FPGA,12,Inclusive,8,60,Dynamic,False,1334,363.61716415165927,1.2,1.973833916370653,liquid,8.151,138.019,0.05906
ASIC,6,Inclusive,4,20,Dynamic,True,1860,353.16176940554385,1.1,3.9647623592038053,air,3.577,59.754,0.05986
FPGA,14,Non-inclusive,16,24,Dynamic,True,1446,197.2374968850636,1.0,3.7707552807175784,air,7.132,86.961,0.08201
ASIC,13,Non-inclusive,8,17,Static,False,1201,114.46722187014855,0.9,2.1449889660869363,liquid,2.409,56.617,0.04255
FPGA,16,Exclusive,2,35,Dynamic,True,778,188.9043018051256,1.0,2.10802321076093,air,6.053,124.16,0.04875
GPU,13,Inclusive,4,30,Static,False,1719,227.88913830002156,0.9,3.9824275951396584,passive,3.854,79.375,0.04855
DSP,20,Non-inclusive,4,38,Static,False,325,332.77621829759227,1.2,3.012771323308188,passive,4.742,105.249,0.04506
DSP,12,Exclusive,16,47,Dynamic,False,118,138.64577406233502,1.0,3.3816591122077604,passive,8.436,116.678,0.0723
FPGA,13,Inclusive,1,48,Dynamic,False,1519,278.23473535887456,1.2,1.4648316216787722,passive,5.03,112.097,0.04487
CPU,16,Non-inclusive,1,45,Dynamic,False,304,278.45504912481294,1.0,3.986093164724206,air,4.628,117.488,0.03939
CPU,17,Non-inclusive,16,20,Static,True,522,63.01379273816799,1.0,1.6982075527549318,air,6.347,84.074,0.07549
FPGA,6,Exclusive,2,21,Dynamic,True,227,58.16707674770331,0.9,2.2286185047565046,air,3.687,62.82,0.05869
ASIC,18,Exclusive,8,38,Static,False,736,128.80776946658813,1.2,2.964484679953989,passive,5.464,100.461,0.05439
ASIC,5,Non-inclusive,2,3,Static,False,654,353.33501768968245,1.2,3.729700861028917,liquid,0.88,13.637,0.06453
GPU,10,Inclusive,16,56,Static,True,235,326.665816533822,0.9,2.9949173925990333,liquid,14.509,161.144,0.09004
FPGA,9,Non-inclusive,1,39,Dynamic,False,1767,378.0973952155565,1.2,3.3497006853252045,passive,3.532,90.823,0.03889
FPGA,5,Non-inclusive,8,60,Dynamic,True,708,226.37145151488724,1.0,3.962013941465326,air,11.171,170.359,0.06557
CPU,11,Inclusive,8,23,Dynamic,True,115,221.7864563854922,0.9,1.2181468889356455,passive,5.419,81.44,0.06654
ASIC,15,Non-inclusive,8,42,Dynamic,False,746,239.5618975584109,1.2,1.1315584850289708,liquid,5.842,108.048,0.05407
DSP,8,Non-inclusive,1,64,Static,True,920,181.89815031198782,1.0,3.5218572204783936,liquid,8.856,184.456,0.04801
GPU,10,Non-inclusive,16,52,Static,False,1187,219.0485855169056,1.0,1.4680445647678484,passive,8.875,114.368,0.0776
GPU,15,Exclusive,8,60,Dynamic,True,239,211.98838454243935,0.9,2.478443720212408,air,12.343,186.043,0.06634
GPU,8,Non-inclusive,4,23,Dynamic,False,662,292.19752662356586,1.0,2.1745508551378134,passive,2.258,55.031,0.04103
GPU,8,Non-inclusive,4,16,Dynamic,True,1673,205.22997484836563,1.1,2.7014047665250276,liquid,3.12,59.421,0.05251
ASIC,18,Inclusive,1,26,Static,True,809,300.78619464171027,1.2,3.1875668507957324,liquid,4.44,103.866,0.04275
CPU,8,Inclusive,2,6,Dynamic,True,1289,51.865805048737265,0.9,2.899703919013926,air,1.197,34.399,0.0348
GPU,12,Inclusive,8,36,Dynamic,False,1076,191.02876772958953,1.2,3.283320452654241,air,4.852,93.132,0.0521
DSP,20,Non-inclusive,1,40,Static,True,908,371.23308221149074,0.9,1.971429238775578,liquid,6.236,142.878,0.04365
ASIC,8,Inclusive,2,61,Static,True,320,184.34291678624177,0.9,3.3594052666633485,liquid,8.624,173.412,0.04973
CPU,11,Inclusive,16,1,Static,True,1775,51.461142450454716,0.9,2.0123708473153656,air,2.029,22.523,0.09009
DSP,8,Inclusive,1,36,Dynamic,True,121,82.08392018857884,1.0,2.5915869760501056,passive,4.784,112.413,0.04256
CPU,17,Exclusive,16,58,Static,False,1717,56.086176566340264,1.0,3.4392226093399634,liquid,10.497,137.314,0.07645
FPGA,6,Non-inclusive,4,32,Dynamic,False,1529,223.7162166256937,0.9,3.7111782864222054,air,3.058,71.057,0.04304
FPGA,12,Non-inclusive,4,13,Dynamic,True,1278,237.25191450672216,1.1,1.955387972013907,passive,2.413,54.947,0.04392
DSP,17,Non-inclusive,8,29,Dynamic,True,629,380.0244187559719,1.1,3.953173262736784,passive,6.357,110.187,0.05769
DSP,12,Non-inclusive,2,23,Static,True,625,97.79089301236553,0.9,1.3975940195096404,liquid,3.894,79.433,0.04902
DSP,17,Exclusive,2,19,Static,False,952,323.4107706686514,1.1,3.5841767195984446,air,2.153,62.704,0.03434
DSP,15,Non-inclusive,8,2,Static,True,448,323.3504683161744,1.0,2.8479983896065595,passive,1.26,36.723,0.03431
CPU,17,Exclusive,4,22,Dynamic,True,1701,180.91512443436375,1.2,1.430282596936336,passive,4.798,89.209,0.05378
FPGA,5,Exclusive,1,54,Dynamic,True,1531,378.53137045291504,0.9,2.5682908244647145,air,6.753,150.239,0.04495
CPU,12,Exclusive,4,17,Static,False,678,250.65235752377964,0.9,3.524711968578262,passive,2.267,51.413,0.04409
DSP,10,Inclusive,16,55,Static,True,1614,131.79296120056722,1.1,3.743609844527186,air,14.418,162.749,0.08859
DSP,16,Exclusive,8,34,Static,True,1548,340.4768961236152,0.9,2.9378322642855843,liquid,7.352,119.062,0.06175
GPU,5,Inclusive,2,25,Dynamic,False,1983,180.8809938448089,0.9,3.0500754907406766,passive,2.59,53.133,0.04875
FPGA,14,Non-inclusive,4,57,Dynamic,True,233,375.93574805281077,1.1,2.804347856573724,liquid,9.816,174.736,0.05618
ASIC,12,Non-inclusive,16,3,Dynamic,False,1633,236.35273286664705,1.2,2.687486054154133,passive,1.33,23.857,0.05575
ASIC,4,Inclusive,8,20,Static,True,1760,199.82367666671678,1.0,1.52130551719701,passive,3.57,56.913,0.06273
DSP,5,Exclusive,4,60,Static,True,436,185.45721706598857,1.2,1.2969924159437132,liquid,9.68,168.091,0.05759
FPGA,7,Exclusive,2,56,Dynamic,False,1062,169.8111560595379,1.1,1.5064030605195948,air,5.58,127.163,0.04388
ASIC,4,Inclusive,8,31,Static,False,385,284.06693600495635,1.2,2.2853878706506148,liquid,4.083,71.718,0.05693
CPU,7,Non-inclusive,4,12,Dynamic,False,1199,126.9755074272528,1.0,3.6457675644819787,liquid,1.09,30.963,0.0352
GPU,12,Non-inclusive,2,33,Static,True,1532,174.29690492111735,0.9,3.8762519310721846,liquid,5.655,111.518,0.05071
GPU,6,Inclusive,16,51,Static,True,568,210.80127939170535,0.9,3.9260164615925994,liquid,12.793,147.27,0.08687
ASIC,7,Inclusive,4,36,Static,True,112,293.7806549558229,1.2,3.9896035881354024,passive,6.279,105.646,0.05943
CPU,10,Non-inclusive,2,57,Dynamic,False,907,286.55546486571245,1.0,3.2013979517010616,passive,5.929,128.994,0.04596
ASIC,7,Inclusive,8,50,Dynamic,True,371,78.5335286414859,1.0,1.102886242883233,passive,9.397,146.863,0.06398
CPU,11,Non-inclusive,2,10,Dynamic,True,1641,126.44140995228923,0.9,1.0314698879439694,liquid,2.121,44.553,0.04761
DSP,6,Exclusive,4,45,Static,False,277,287.53165224830525,0.9,3.767065322040076,liquid,4.877,103.231,0.04724
CPU,8,Non-inclusive,16,35,Dynamic,False,1755,321.98539597713324,0.9,3.7601965341567873,liquid,5.876,77.942,0.07539
DSP,6,Exclusive,1,8,Static,True,1633,220.14364197140395,1.1,3.888790870489952,liquid,1.03,35.126,0.02932
CPU,20,Non-inclusive,4,47,Static,False,1614,75.60632057492236,1.2,3.7182068295528317,passive,5.712,120.073,0.04757
ASIC,14,Exclusive,1,2,Dynamic,False,321,304.13759706378255,0.9,3.0190531772240288,liquid,0.95,26.841,0.03539
CPU,8,Non-inclusive,1,48,Static,False,542,248.59844061335102,1.0,3.2743998643124637,liquid,4.63,111.923,0.04137
DSP,15,Inclusive,1,27,Static,True,1510,269.8791089780591,1.0,2.9315243343564963,passive,4.019,97.934,0.04104
ASIC,8,Inclusive,2,43,Dynamic,True,1559,278.7886616941063,0.9,3.40780087030353,liquid,6.722,124.706,0.0539
ASIC,13,Exclusive,4,12,Dynamic,True,1749,103.04093680418464,1.0,3.6388864082025587,passive,2.731,60.613,0.04506
GPU,8,Inclusive,1,47,Dynamic,False,1447,125.49184242193044,1.0,3.5515594553736354,liquid,4.122,110.239,0.03739
ASIC,13,Non-inclusive,2,60,Static,True,245,228.59536280074528,1.2,3.5946982327435584,liquid,8.754,177.512,0.04931
FPGA,8,Non-inclusive,1,48,Static,True,906,315.42516226272943,1.0,3.6237393375912177,air,6.875,142.796,0.04815
DSP,15,Non-inclusive,16,31,Static,True,708,307.02211190364204,0.9,3.361253066312411,passive,8.905,111.577,0.07981
GPU,20,Non-inclusive,8,64,Static,True,912,150.50356860751788,0.9,3.156685202699647,air,13.467,203.833,0.06607
GPU,20,Non-inclusive,4,55,Dynamic,True,946,306.6004450342275,1.1,1.5536016783969808,liquid,10.185,183.211,0.05559
DSP,15,Inclusive,8,26,Static,False,1199,365.1566237980119,1.0,3.7868632695544466,liquid,4.334,72.025,0.06017
FPGA,14,Inclusive,16,37,Dynamic,True,1990,191.8282172248228,0.9,3.8583419102622294,passive,10.806,119.675,0.09029
CPU,4,Exclusive,8,48,Dynamic,False,1922,184.64352437729622,1.1,3.97539690180484,passive,5.777,97.007,0.05955
FPGA,9,Inclusive,8,51,Dynamic,False,481,362.1412092084291,1.1,2.834309489440262,passive,6.516,118.976,0.05477
DSP,11,Inclusive,2,63,Dynamic,True,620,354.97646639796295,1.1,1.3447766884701302,liquid,9.274,183.174,0.05063
ASIC,6,Non-inclusive,4,23,Dynamic,False,405,84.5285284282306,1.1,2.014398018299817,air,2.421,56.814,0.04261
FPGA,13,Inclusive,8,63,Dynamic,False,1697,323.0916188091674,1.1,1.2894562409322354,liquid,7.999,149.921,0.05335
GPU,7,Inclusive,8,58,Dynamic,False,1167,277.4050209069046,1.1,2.386238348034437,passive,7.034,129.801,0.05419
GPU,16,Inclusive,8,56,Static,True,1501,288.0732348167811,1.0,3.809707396358316,air,11.908,177.899,0.06694
DSP,13,Inclusive,16,24,Dynamic,True,1479,396.40243499849663,1.1,1.7962789133261907,passive,6.997,90.321,0.07747
GPU,13,Inclusive,1,54,Dynamic,False,1379,177.51071278064165,1.2,3.023314801328311,liquid,5.308,130.123,0.04079
DSP,11,Inclusive,1,40,Dynamic,True,746,344.50355668255645,1.1,1.9913117356115946,liquid,5.372,123.785,0.0434
FPGA,10,Inclusive,8,57,Static,True,1448,196.37243269696538,1.1,2.785272381198677,air,10.866,172.415,0.06302
DSP,18,Non-inclusive,16,50,Dynamic,False,1674,109.67288389504634,1.2,2.263835689046984,passive,8.961,126.745,0.0707
DSP,11,Inclusive,16,21,Static,False,752,102.20044678762036,1.0,2.0120473791236693,liquid,4.317,58.643,0.07361
DSP,20,Non-inclusive,4,5,Static,False,332,103.8949639458142,0.9,3.8627462010697005,liquid,1.478,40.25,0.03672
GPU,19,Inclusive,2,22,Dynamic,True,1229,333.16291827280577,0.9,3.8345894363410333,passive,3.902,97.357,0.04008
FPGA,14,Non-inclusive,4,17,Static,False,421,310.62204745105055,1.2,3.0784927240504882,passive,2.474,56.405,0.04386
FPGA,4,Exclusive,8,12,Static,False,118,251.324003532672,1.2,2.7533544021814413,liquid,1.543,34.081,0.04527
ASIC,6,Non-inclusive,4,54,Static,True,478,199.73111390646648,1.1,1.3460050786587043,air,8.929,155.285,0.0575
FPGA,7,Non-inclusive,4,53,Static,True,1100,256.1104967723296,1.2,2.5209578142152362,passive,8.768,155.853,0.05626
DSP,17,Non-inclusive,2,9,Static,True,1266,243.570707212639,1.0,2.9318685545826817,air,2.849,56.609,0.05033
CPU,7,Non-inclusive,16,58,Dynamic,True,697,273.98205379577274,1.0,1.2935761797504828,air,15.088,167.92,0.08985
GPU,5,Inclusive,16,22,Static,True,921,184.37445786701113,1.1,3.552034022169458,air,6.36,68.903,0.0923
CPU,10,Exclusive,2,27,Dynamic,False,451,224.0972157640264,1.1,3.422357859414055,air,2.579,69.868,0.03691
DSP,15,Non-inclusive,2,47,Dynamic,True,669,85.74161924784173,1.2,3.9477546376529205,passive,7.349,147.23,0.04992
CPU,5,Exclusive,1,36,Dynamic,False,1838,312.26700040338096,1.2,3.7562558433668434,passive,3.541,77.968,0.04542
DSP,16,Inclusive,2,19,Dynamic,False,284,222.79249023281588,1.1,2.492372530632921,passive,2.349,66.99,0.03506
CPU,11,Exclusive,2,16,Static,True,313,101.25881402330633,1.0,2.546357259308881,air,3.02,61.365,0.04921
ASIC,5,Inclusive,8,47,Static,True,1047,272.0787257883965,1.0,1.2410152979841422,passive,8.971,134.479,0.06671
ASIC,8,Inclusive,16,25,Static,False,958,357.2092414273636,1.1,3.9584562844909588,passive,4.168,58.261,0.07154
CPU,4,Exclusive,1,18,Dynamic,True,319,129.61664625708556,1.0,3.4224442277583202,air,2.444,57.973,0.04216
ASIC,17,Inclusive,4,49,Dynamic,False,199,389.15895464241174,1.1,2.7204118152704058,liquid,5.88,122.111,0.04815
ASIC,4,Non-inclusive,16,63,Static,False,1866,129.60452747509925,1.1,1.3979291096393474,liquid,10.016,136.376,0.07344
ASIC,7,Non-inclusive,1,26,Dynamic,True,618,335.6505205396965,1.2,3.8051346651365354,air,3.384,82.019,0.04126
ASIC,19,Exclusive,1,32,Dynamic,True,295,242.38143114823143,1.1,3.9450371816342225,air,5.21,115.548,0.04509
FPGA,5,Non-inclusive,8,32,Dynamic,True,1511,127.67882146856769,1.1,2.348305837110791,passive,6.518,92.885,0.07017
CPU,11,Exclusive,1,49,Static,True,1562,200.5515166319753,1.1,1.4048558495995778,liquid,6.483,144.303,0.04493
FPGA,18,Non-inclusive,2,33,Dynamic,True,1002,347.4703970992142,0.9,2.0047265110449195,air,5.351,121.73,0.04396
GPU,19,Exclusive,1,32,Dynamic,False,1644,293.700859760389,1.2,3.733583895936848,liquid,3.078,92.143,0.0334
DSP,19,Inclusive,8,44,Static,True,723,154.6648951722716,0.9,2.7377600165335467,passive,10.065,152.017,0.06621
FPGA,15,Inclusive,4,28,Static,False,919,111.06624678242522,0.9,1.1961518923662706,air,3.343,74.219,0.04504
ASIC,6,Exclusive,2,54,Dynamic,False,869,156.03150509783103,0.9,1.0276805143584289,passive,4.839,121.578,0.0398
DSP,18,Exclusive,2,11,Static,False,737,306.8570824153766,1.1,1.7266823401172404,air,1.98,48.854,0.04053
CPU,17,Inclusive,16,20,Static,False,819,230.42989243041535,1.2,1.6968124778876557,air,4.498,61.387,0.07327
DSP,6,Inclusive,2,32,Static,False,803,330.2541860859094,1.0,1.7708749350009867,air,3.283,72.166,0.04549
CPU,16,Non-inclusive,1,47,Dynamic,True,838,359.5720371550002,1.0,1.9805911005280357,air,6.93,155.352,0.04461
GPU,9,Inclusive,1,46,Static,True,530,350.8665373461186,1.2,2.2432004236352583,liquid,6.221,132.794,0.04685
GPU,9,Inclusive,16,48,Static,False,972,366.75121282527743,1.0,2.2987922658009405,air,8.235,110.923,0.07424
FPGA,12,Non-inclusive,1,59,Static,False,380,303.4325370138033,1.1,2.986804098158686,air,5.348,140.756,0.03799
CPU,12,Exclusive,1,33,Dynamic,False,997,169.32583430411955,1.2,1.6017126651934248,air,2.891,80.682,0.03583
FPGA,19,Non-inclusive,16,45,Static,True,768,184.96903160171277,1.0,1.694991005424832,passive,12.92,154.305,0.08373
FPGA,18,Inclusive,1,41,Static,True,1569,117.8051959056408,0.9,3.8739233920041762,liquid,6.383,140.365,0.04547
FPGA,17,Exclusive,2,7,Static,False,1667,86.44707361960485,1.2,2.5947633933789636,liquid,1.801,41.02,0.04391
GPU,12,Exclusive,2,32,Dynamic,False,1244,181.75531866294716,0.9,1.6660811298798035,passive,3.227,85.887,0.03757
FPGA,6,Non-inclusive,4,59,Dynamic,True,1837,186.35685551887255,0.9,3.559921273060082,passive,9.412,160.173,0.05876
GPU,9,Exclusive,16,18,Dynamic,False,1213,321.61886223746893,1.1,2.160606213822996,passive,4.036,49.963,0.08078
DSP,14,Inclusive,16,46,Static,True,909,382.06792817648176,1.2,2.6107777005362687,liquid,13.206,145.778,0.09059
ASIC,20,Exclusive,16,12,Dynamic,False,861,121.25458884083416,1.2,2.5836657874862223,passive,3.566,53.457,0.06671
ASIC,19,Inclusive,2,20,Dynamic,True,1552,129.3612579316186,1.0,3.813031652595036,liquid,4.051,85.957,0.04713
FPGA,9,Inclusive,4,58,Static,True,853,152.9107297072,0.9,3.3558542835375493,liquid,8.891,168.448,0.05278
DSP,4,Exclusive,8,8,Dynamic,True,352,85.84436338908917,0.9,1.8329201509861512,air,1.873,23.765,0.07881
CPU,9,Exclusive,1,25,Static,False,295,99.93191125464055,0.9,1.361842411967702,air,2.79,65.205,0.04279
GPU,4,Exclusive,2,41,Dynamic,True,532,162.21429417367935,1.2,2.8569721270107613,passive,5.835,118.5,0.04924
GPU,8,Non-inclusive,4,60,Static,False,170,168.27518839338074,1.2,1.8279196839635605,air,6.657,127.555,0.05219
FPGA,13,Exclusive,16,17,Dynamic,True,1083,191.14555408763658,1.2,3.4040912408784365,passive,5.322,70.778,0.07519
GPU,12,Non-inclusive,4,27,Dynamic,True,142,165.76172859920638,0.9,3.624565097551611,liquid,4.952,95.821,0.05168
DSP,18,Non-inclusive,1,60,Dynamic,False,483,75.12460595681864,0.9,2.1870021843414875,passive,6.327,150.215,0.04212
FPGA,7,Inclusive,1,5,Static,False,453,234.444028161584,1.2,2.047598912845171,air,1.202,23.662,0.0508
DSP,10,Exclusive,8,22,Dynamic,False,892,380.83829443245594,0.9,1.8521482637092859,air,3.388,57.58,0.05884
GPU,20,Inclusive,2,4,Static,True,170,63.08375476053183,1.1,1.31958701942821,air,2.004,54.268,0.03693
CPU,10,Inclusive,4,63,Static,True,503,74.10814977405742,1.0,3.5499438322722945,air,9.837,186.369,0.05278
DSP,15,Inclusive,1,25,Static,True,813,78.79939038456989,1.2,2.2412450076513424,passive,4.089,89.905,0.04548
ASIC,8,Inclusive,8,16,Dynamic,True,1414,331.45858585972303,1.0,3.4121765103664563,air,3.115,55.864,0.05576
DSP,19,Inclusive,2,51,Dynamic,False,129,293.468557875631,0.9,1.6603092605980483,passive,5.546,131.983,0.04202
ASIC,6,Non-inclusive,4,51,Dynamic,True,1147,92.392376386331,1.2,3.920647456173916,liquid,7.602,147.3,0.05161
